Project;Version;Class;wmc;dit;noc;cbo;rfc;lcom;ca;ce;npm;lcom3;loc;dam;moa;mfa;cam;ic;cbm;amc;nr;ndc;nml;isOld;ndpv;ner;bugs
ivy;1.1;fr.jayasoft.ivy.Configuration;9;1;0;6;14;24;5;1;9;0.65625;105;1.0;1;0.0;0.31111112;1;1;10.222222;;;;;;;1
ivy;1.1;fr.jayasoft.ivy.resolver.URLLister;2;1;0;4;2;1;4;0;2;2.0;2;0.0;0;0.0;0.6666667;0;0;0.0;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.util.IvyPattern;3;1;0;2;4;1;2;0;3;0.5;14;1.0;0;0.0;0.6666667;0;0;3.3333333;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.conflict.LatestConflictManager$IvyNodeArtifactInfo;5;1;0;5;9;0;1;4;3;0.0;28;1.0;1;0.0;0.53333336;0;0;4.4;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.IvyNode$ModuleIdConf;5;1;0;2;10;6;1;1;5;0.25;65;1.0;1;0.0;0.4;1;1;11.6;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.report.ConfigurationResolveReport;20;1;0;14;60;48;6;10;20;0.81578946;515;1.0;2;0.0;0.16666667;0;0;24.35;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.resolver.DualResolver$1;7;1;0;5;13;0;1;5;6;0.5;41;0.0;2;0.0;0.42857143;0;0;4.571429;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.ant.IvyVar;13;4;0;3;33;68;0;3;12;0.8333333;184;1.0;0;0.8032787;0.4871795;0;0;12.769231;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.resolver.IvyRepResolver$1;2;2;0;3;7;0;1;3;1;0.0;34;0.0;1;0.9444444;0.6;1;1;15.0;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.resolver.FileSystemResolver;2;5;0;3;5;1;0;3;2;2.0;12;0.0;0;0.9876543;1.0;1;1;5.0;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.DefaultModuleDescriptor;38;1;0;13;86;519;3;10;38;0.86679536;593;1.0;2;0.0;0.124060154;0;0;14.236842;;;;;;;7
ivy;1.1;fr.jayasoft.ivy.ant.IvyReport;22;4;0;12;64;149;0;12;18;0.8630952;464;1.0;0;0.7;0.34545454;2;3;19.727272;;;;;;;5
ivy;1.1;fr.jayasoft.ivy.util.StringUtils;2;1;0;1;10;1;1;0;2;2.0;34;0.0;0;0.0;0.5;0;0;16.0;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.Artifact;7;1;0;28;7;21;26;2;7;2.0;7;0.0;0;0.0;1.0;0;0;0.0;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.License;3;1;0;4;4;0;4;0;3;0.5;20;1.0;0;0.0;0.6666667;0;0;5.0;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.repository.url.URLResource;8;1;0;7;21;0;3;4;7;0.42857143;108;1.0;0;0.0;0.5625;0;0;11.875;;;;;;;1
ivy;1.1;fr.jayasoft.ivy.latest.LatestLexicographicStrategy$1;2;1;0;1;8;1;1;0;1;2.0;59;0.0;0;0.0;0.75;0;0;28.5;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.url.URLHandlerRegistry;6;1;0;9;11;9;5;4;5;0.6;46;1.0;1;0.0;0.2;0;0;6.5;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.repository.TransferEvent;19;1;0;6;25;135;4;2;12;0.9444444;167;0.5625;2;0.0;0.25657895;0;0;6.9473686;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.DependencyDescriptor;13;1;0;17;13;78;15;3;13;2.0;13;0.0;0;0.0;0.4871795;0;0;0.0;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.ant.IvyArtifactProperty;16;4;0;8;43;86;0;8;16;0.85714287;226;1.0;0;0.765625;0.359375;2;4;12.6875;;;;;;;3
ivy;1.1;fr.jayasoft.ivy.xml.XmlModuleDescriptorUpdater$1;8;2;0;3;25;8;1;2;7;0.76785713;447;0.25;0;0.7083333;0.2777778;1;2;53.875;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.DependencyResolver;12;1;0;20;12;66;16;9;12;2.0;12;0.0;0;0.0;0.2;0;0;0.0;;;;;;;1
ivy;1.1;fr.jayasoft.ivy.report.XmlReportOutputter;6;1;0;19;81;15;3;17;5;2.0;681;0.0;0;0.0;0.2857143;0;0;112.5;;;;;;;3
ivy;1.1;fr.jayasoft.ivy.resolver.AbstractResourceResolver;23;3;1;15;68;127;1;14;8;0.6136364;472;1.0;0;0.6764706;0.18012422;1;8;19.434782;;;;;;;2
ivy;1.1;fr.jayasoft.ivy.repository.Repository;10;1;0;8;10;45;6;2;10;2.0;10;0.0;0;0.0;0.5;0;0;0.0;;;;;;;2
ivy;1.1;fr.jayasoft.ivy.DependencyArtifactDescriptor;6;1;0;8;6;15;7;2;6;2.0;6;0.0;0;0.0;1.0;0;0;0.0;;;;;;;1
ivy;1.1;fr.jayasoft.ivy.util.Configurator$ObjectDescriptor;16;1;0;2;35;80;1;1;13;0.8833333;332;1.0;0;0.0;0.375;0;0;19.25;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.IvyNode$NodeConf;5;1;0;1;10;6;1;1;5;0.25;65;1.0;1;0.0;0.4;1;1;11.6;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.Status;5;1;0;3;17;6;3;0;4;0.95;136;0.8;0;0.0;0.375;0;0;25.2;;;;;;;1
ivy;1.1;fr.jayasoft.ivy.resolver.AbstractResolver;17;1;4;16;31;120;4;12;16;0.7916667;146;1.0;1;0.0;0.18382353;0;0;7.4117646;;;;;;;3
ivy;1.1;fr.jayasoft.ivy.xml.XmlModuleDescriptorParser;21;2;0;21;114;122;3;19;9;0.9;1472;1.0;6;0.4722222;0.23888889;1;2;68.09524;;;;;;;13
ivy;1.1;fr.jayasoft.ivy.resolver.ApacheHttpURLLister;4;1;0;2;8;4;0;2;4;0.6666667;24;1.0;1;0.0;0.5;0;0;4.75;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.ant.IvyExtractFromSources$Ignore;3;1;0;1;4;1;1;0;3;0.5;14;0.0;0;0.0;0.6666667;0;0;3.3333333;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.ant.IvyResolve;15;4;0;8;51;47;1;8;15;0.78571427;255;1.0;0;0.7777778;0.36666667;2;4;15.6;;;;;;;2
ivy;1.1;fr.jayasoft.ivy.util.IvyPatternHelper;16;1;0;10;46;116;8;2;15;1.0074074;431;0.22222222;0;0.0;0.21904762;0;0;25.375;;;;;;;2
ivy;1.1;fr.jayasoft.ivy.ModuleId;6;1;0;27;13;0;27;0;6;0.2;87;1.0;0;0.0;0.44444445;1;1;13.166667;;;;;;;2
ivy;1.1;fr.jayasoft.ivy.util.FileUtil;6;1;0;12;32;15;8;4;6;1.2;152;1.0;0;0.0;0.30952382;0;0;24.166666;;;;;;;3
ivy;1.1;fr.jayasoft.ivy.DefaultDependencyDescriptor;23;1;0;7;52;171;2;5;20;0.83766234;420;1.0;2;0.0;0.25;0;0;16.956522;;;;;;;3
ivy;1.1;fr.jayasoft.ivy.repository.TransferListener;1;1;0;6;1;0;5;1;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.resolver.RepositoryResolver;13;4;2;17;57;22;2;15;9;0.25;346;1.0;1;0.85;0.1923077;3;7;25.538462;;;;;;;6
ivy;1.1;fr.jayasoft.ivy.Ivy$1;2;1;0;4;11;1;1;4;1;1.0;30;0.0;1;0.0;0.6666667;0;0;13.5;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.ant.AntMessageImpl;5;1;0;3;17;0;1;2;4;0.41666666;74;1.0;0;0.0;0.5;0;0;13.2;;;;;;;3
ivy;1.1;fr.jayasoft.ivy.report.ResolveReport;10;1;0;10;31;0;6;5;10;0.5555556;182;1.0;1;0.0;0.26666668;0;0;17.0;;;;;;;2
ivy;1.1;fr.jayasoft.ivy.AbstractArtifact;4;1;2;4;25;6;2;2;4;2.0;126;0.0;0;0.0;0.625;1;1;30.5;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.resolver.OrganisationEntry;3;1;0;10;4;0;10;1;3;0.5;20;1.0;1;0.0;0.5555556;0;0;5.0;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.ant.IvyCachePath;15;4;0;9;44;63;0;9;15;0.8333333;230;1.0;0;0.7777778;0.36666667;2;4;13.933333;;;;;;;4
ivy;1.1;fr.jayasoft.ivy.report.DownloadReport;5;1;0;12;21;0;9;3;5;0.0;75;1.0;0;0.0;0.4;0;0;13.8;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.resolver.DualResolver;13;2;0;11;34;0;2;11;13;0.33333334;184;1.0;2;0.5714286;0.24038461;1;1;13.0;;;;;;;2
ivy;1.1;fr.jayasoft.ivy.ResolveData;12;1;0;11;17;18;9;4;12;0.6818182;103;1.0;2;0.0;0.24166666;0;0;7.0833335;;;;;;;1
ivy;1.1;fr.jayasoft.ivy.DefaultModuleRevision;10;1;0;7;17;27;3;4;10;0.75;69;1.0;2;0.0;0.28;1;1;5.5;;;;;;;1
ivy;1.1;fr.jayasoft.ivy.DefaultPublishingDRResolver;2;1;0;5;5;1;2;3;2;2.0;9;0.0;0;0.0;0.6666667;0;0;3.5;;;;;;;1
ivy;1.1;fr.jayasoft.ivy.ant.IvyTask;14;3;11;16;49;69;11;7;3;0.8076923;255;1.0;0;0.75510204;0.2857143;0;0;17.071428;;;;;;;6
ivy;1.1;fr.jayasoft.ivy.util.CopyProgressEvent;7;1;0;5;8;15;5;0;6;0.5;51;1.0;0;0.0;0.53571427;0;0;5.857143;;;;;;;0
ivy;1.1;fr.jayasoft.ivy.MDArtifact;9;2;0;8;18;6;4;4;9;0.7708333;114;1.0;2;0.27272728;0.44444445;1;4;11.0;;;;;;;0
ivy;1.4;fr.jayasoft.ivy.xml.XmlModuleDescriptorUpdater$2;8;1;0;1;13;26;1;0;7;0.85714287;45;0.0;0;0.0;0.35;0;0;4.5;;0;;;0;;0
ivy;1.4;fr.jayasoft.ivy.DependencyDescriptor;20;1;0;37;20;190;32;6;20;2.0;20;0.0;0;0.0;0.3625;0;0;0.0;8;1;;1;0;;0
ivy;1.4;fr.jayasoft.ivy.conflict.StrictConflictManager;2;2;0;5;16;1;1;4;2;2.0;60;0.0;0;0.8333333;0.6666667;0;0;29.0;1;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.resolver.MDResolvedResource;2;2;0;8;3;0;5;0;2;0.0;14;1.0;1;0.8;0.625;0;0;5.5;1;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.xml.XmlModuleDescriptorParser;8;2;0;12;29;26;3;0;6;0.71428573;99;1.0;1;0.14285715;0.23809524;1;1;11.25;32;1;;1;13;;1
ivy;1.4;fr.jayasoft.ivy.version.VersionRangeMatcher$1;2;1;0;5;7;0;1;0;1;0.0;54;0.0;1;0.0;0.6666667;0;0;25.5;;0;;;0;;0
ivy;1.4;fr.jayasoft.ivy.ant.IvyArtifactReport;21;4;0;12;102;160;0;12;13;0.85;782;1.0;0;0.75308645;0.17857143;3;6;36.0;7;2;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.repository.ssh.SshResource;12;1;0;3;24;0;1;3;11;0.3030303;222;1.0;1;0.0;0.31666666;0;0;17.0;1;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.resolver.URLResolver;2;5;2;5;5;1;2;0;2;2.0;12;0.0;0;0.9919355;1.0;1;1;5.0;0;0;;1;0;;0
ivy;1.4;fr.jayasoft.ivy.IvyNode$EvictionData;6;1;0;5;11;0;4;2;6;0.6;77;1.0;2;0.0;0.33333334;0;0;11.166667;;0;;;0;;0
ivy;1.4;fr.jayasoft.ivy.matcher.ModuleIdMatcher;3;1;0;4;13;0;1;3;3;0.5;60;1.0;4;0.0;0.6666667;0;0;17.666666;1;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.url.HttpClientHandler$1;0;1;0;4;0;0;4;0;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;;0;;;0;;0
ivy;1.4;fr.jayasoft.ivy.event.download.EndArtifactDownloadEvent;3;3;0;8;15;0;1;7;3;0.8333333;78;0.6666667;2;0.875;0.44444445;0;0;24.0;3;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.util.CredentialsUtil$CredentialPanel;1;5;0;2;20;0;1;0;0;2.0;185;0.0;0;1.0;1.0;0;0;181.0;;0;;;0;;0
ivy;1.4;fr.jayasoft.ivy.util.Message;21;1;0;72;47;168;70;0;19;0.95;382;0.5;0;0.0;0.1375;0;0;16.714285;13;2;;1;4;;0
ivy;1.4;fr.jayasoft.ivy.ant.IvyDeliver;27;4;0;14;69;273;2;13;22;0.90909094;436;1.0;0;0.7011494;0.2962963;1;2;14.740741;8;1;;1;4;;0
ivy;1.4;fr.jayasoft.ivy.matcher.ExactOrRegexpPatternMatcher;5;1;0;5;9;8;1;4;3;0.75;29;1.0;1;0.0;0.5;0;0;4.6;1;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.url.HttpClientHandler$HttpClientHelper;2;1;0;4;2;1;3;0;2;2.0;2;0.0;0;0.0;0.75;0;0;0.0;;0;;;0;;0
ivy;1.4;fr.jayasoft.ivy.ant.IvyBuildList;21;4;0;15;86;138;0;15;17;0.85625;570;1.0;0;0.75308645;0.17619048;2;3;25.761906;12;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.url.CredentialsStore;4;1;0;6;17;0;4;0;2;0.6666667;58;0.5;1;0.0;0.8333333;0;0;13.0;3;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.util.IvyPatternHelper;28;1;0;20;83;374;15;0;25;1.0123457;926;0.16666667;0;0.0;0.22633745;0;0;31.642857;12;2;;1;2;;0
ivy;1.4;fr.jayasoft.ivy.namespace.MRIDRule;11;1;0;2;15;17;2;0;11;0.725;95;1.0;0;0.0;0.72727275;0;0;7.2727275;3;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.ant.IvyReport;32;4;0;15;86;348;0;15;27;0.8883375;660;1.0;0;0.6630435;0.35;2;3;19.21875;12;2;;1;5;;0
ivy;1.4;fr.jayasoft.ivy.repository.TransferListener;1;1;0;6;1;0;5;1;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;1;1;;1;0;;0
ivy;1.4;fr.jayasoft.ivy.extendable.ExtendableItemHelper;4;1;0;3;21;6;2;1;4;2.0;97;0.0;0;0.0;0.4;0;0;23.25;2;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.event.resolve.StartResolveDependencyEvent;1;3;0;5;2;0;1;4;1;2.0;9;0.0;0;1.0;1.0;0;0;7.0;1;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.resolver.ResolvedModuleRevisionProxy;9;1;0;6;18;0;2;0;9;0.5;65;0.5;2;0.0;0.4074074;0;0;6.0;4;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.ant.IvyExtractFromSources;17;4;0;15;78;84;0;15;15;0.8515625;413;1.0;0;0.7922078;0.25490198;1;1;22.82353;1;1;;1;0;;0
ivy;1.4;fr.jayasoft.ivy.resolver.SFTPResolver;3;6;0;3;7;3;0;0;3;2.0;17;0.0;0;0.9851852;1.0;1;1;4.6666665;3;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.util.CredentialsUtil;3;1;0;5;31;3;1;0;3;2.0;223;0.0;0;0.0;0.5555556;0;0;73.333336;1;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.matcher.GlobPatternMatcher$GlobMatcher;3;1;0;7;12;1;1;6;3;0.5;42;1.0;0;0.0;0.8333333;0;0;12.666667;;0;;;0;;0
ivy;1.4;fr.jayasoft.ivy.parser.AbstractModuleDescriptorParser$AbstractParser;26;2;2;11;76;265;2;9;5;0.835;763;1.0;4;0.4047619;0.27403846;0;0;28.038462;;0;;;0;;0
ivy;1.4;fr.jayasoft.ivy.resolver.AbstractSshBasedResolver;11;5;2;6;28;49;2;0;10;0.8;95;1.0;0;0.924812;0.4318182;2;2;7.5454545;1;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.xml.XmlModuleDescriptorUpdater;7;1;0;6;33;19;3;0;5;0.6666667;179;0.0;0;0.0;0.44444445;0;0;24.428572;15;1;;1;7;;1
ivy;1.4;fr.jayasoft.ivy.repository.ssh.SshCache;11;1;0;11;51;37;4;8;5;0.56666666;349;1.0;1;0.0;0.38333333;0;0;30.454546;1;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.DefaultArtifact;16;2;0;16;32;86;12;4;16;0.51111114;187;0.0;1;0.4090909;0.29464287;1;8;10.5;5;1;;1;2;;0
ivy;1.4;fr.jayasoft.ivy.resolver.OrganisationEntry;3;1;0;10;4;0;10;1;3;0.5;20;1.0;1;0.0;0.5555556;0;0;5.0;0;0;;1;0;;0
ivy;1.4;fr.jayasoft.ivy.resolver.RevisionEntry;7;1;0;9;12;0;7;3;7;0.5;40;1.0;1;0.0;0.42857143;0;0;4.428571;0;0;;1;0;;0
ivy;1.4;fr.jayasoft.ivy.repository.sftp.SFTPRepository$1;0;1;0;2;0;0;2;0;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;;0;;;0;;0
ivy;1.4;fr.jayasoft.ivy.IvyContext;15;1;0;16;29;81;14;3;11;0.8367347;149;1.0;2;0.0;0.19387755;0;0;8.466666;9;2;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.Artifact;8;1;0;52;8;28;49;3;8;2.0;8;0.0;0;0.0;1.0;0;0;0.0;4;1;;1;0;;0
ivy;1.4;fr.jayasoft.ivy.MDArtifact;12;2;0;9;21;34;4;5;12;0.77272725;150;1.0;2;0.47368422;0.31666666;1;8;10.833333;2;1;;1;0;;0
ivy;1.4;fr.jayasoft.ivy.conflict.LatestConflictManager$1;0;1;0;2;0;0;2;0;0;2.0;0;0.0;0;0.0;0.0;0;0;0.0;;0;;;0;;0
ivy;1.4;fr.jayasoft.ivy.resolver.ResolvedResource;5;1;1;11;11;0;9;0;5;0.375;41;1.0;1;0.0;0.46666667;0;0;6.8;1;1;;1;0;;0
ivy;1.4;fr.jayasoft.ivy.resolver.HasLatestStrategy;3;1;0;3;3;3;2;0;3;2.0;3;0.0;0;0.0;0.6666667;0;0;0.0;1;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.namespace.NamespaceRule;9;1;0;4;11;28;3;1;9;0.875;60;1.0;2;0.0;0.4814815;0;0;5.2222223;2;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.Ivy$1;2;1;0;4;11;1;1;4;1;1.0;30;0.0;1;0.0;0.6666667;0;0;13.5;;0;;;0;;0
ivy;1.4;fr.jayasoft.ivy.latest.LatestLexicographicStrategy;2;3;0;3;5;0;1;2;1;0.0;15;1.0;0;1.0;1.0;0;0;6.0;1;1;;1;0;;0
ivy;1.4;fr.jayasoft.ivy.resolver.IBiblioResolver;24;6;0;14;57;222;0;0;19;0.6956522;349;0.6;0;0.8435374;0.13988096;5;10;13.333333;11;2;;1;0;;0
ivy;1.4;fr.jayasoft.ivy.parser.AbstractModuleDescriptorParser;2;1;3;8;5;1;3;5;2;2.0;15;0.0;0;0.0;0.625;0;0;6.5;12;2;;0;0;;1
ivy;1.4;fr.jayasoft.ivy.repository.ssh.SshCache$Entry$1;2;1;0;6;7;0;1;6;1;0.5;25;0.0;2;0.0;0.625;0;0;10.5;;0;;;0;;0
ivy;1.4;fr.jayasoft.ivy.IvyNode$Caller;11;1;0;6;28;7;3;4;11;0.78333336;164;0.8333333;4;0.0;0.1919192;1;1;13.363636;;0;;;0;;0
ivy;1.4;fr.jayasoft.ivy.matcher.Matcher;2;1;0;22;2;1;22;0;2;2.0;2;0.0;0;0.0;0.75;0;0;0.0;3;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.ant.AntBuildTrigger;13;2;0;10;50;46;0;10;10;0.78333336;267;1.0;0;0.42857143;0.32307693;0;0;19.153847;4;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.Ivy;205;1;0;154;583;20326;84;98;179;0.96930945;8095;0.9782609;7;0.0;0.068627454;0;0;38.263416;120;2;;1;36;;3
ivy;1.4;fr.jayasoft.ivy.latest.LatestTimeStrategy;2;3;0;3;5;0;1;2;1;0.0;15;1.0;0;1.0;1.0;0;0;6.0;2;1;;1;0;;0
ivy;1.4;fr.jayasoft.ivy.repository.vfs.VfsRepository;8;2;0;15;52;16;1;0;5;0.6666667;335;1.0;1;0.7307692;0.46875;1;2;40.5;4;2;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.circular.WarnCircularDependencyStrategy;4;2;0;6;10;4;1;5;2;0.6666667;27;1.0;1;0.5;0.5;0;0;5.5;1;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.latest.LatestRevisionStrategy;6;3;0;4;18;5;2;3;5;0.65;98;0.75;0;0.71428573;0.46666667;0;0;14.666667;2;1;;1;1;;0
ivy;1.4;fr.jayasoft.ivy.report.DownloadStatus;3;1;0;10;4;1;10;0;1;0.75;32;0.25;3;0.0;0.75;0;0;8.333333;0;0;;1;0;;0
ivy;1.4;fr.jayasoft.ivy.repository.RepositoryCopyProgressListener;6;1;0;6;13;0;3;3;6;0.4;55;1.0;1;0.0;0.45833334;0;0;7.8333335;2;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.ModuleDescriptorSorter;6;1;0;10;47;7;1;9;4;0.46666667;258;1.0;0;0.0;0.41666666;0;0;41.5;5;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.DefaultDependencyArtifactDescriptor;15;1;0;8;36;35;2;6;15;0.6666667;214;1.0;3;0.0;0.25;1;1;12.866667;4;1;;1;3;;0
ivy;1.4;fr.jayasoft.ivy.filter.OrFilter;4;1;0;2;6;0;1;1;4;0.33333334;35;1.0;2;0.0;0.5;0;0;7.25;1;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.DefaultPublishingDRResolver;2;1;1;6;4;1;3;3;2;2.0;8;0.0;0;0.0;0.625;0;0;3.0;1;1;;1;1;;0
ivy;1.4;fr.jayasoft.ivy.version.LatestVersionMatcher;5;2;0;5;14;10;1;0;5;2.0;43;0.0;0;0.6363636;0.6666667;2;2;7.6;3;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.status.StatusManager;13;1;0;9;51;24;7;3;12;0.65;297;1.0;0;0.0;0.34615386;0;0;21.461538;2;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.ant.IvyBuildNumber$NewRevision;5;1;0;1;6;2;1;0;1;0.75;36;1.0;0;0.0;0.4;0;0;5.4;;0;;;0;;0
ivy;1.4;fr.jayasoft.ivy.util.Configurator$Macro;4;1;0;4;18;0;2;0;4;0.33333334;91;1.0;1;0.0;0.5;0;0;21.0;;0;;;0;;0
ivy;1.4;fr.jayasoft.ivy.event.resolve.EndResolveEvent;2;3;0;4;3;0;1;4;2;1.0;17;0.5;1;0.9285714;0.6;0;0;6.5;2;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.parser.ModuleDescriptorParserRegistry;9;2;0;11;28;22;4;8;7;0.5;127;1.0;1;0.125;0.25;1;1;12.888889;5;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.License;3;1;0;4;4;0;4;0;3;0.5;20;1.0;0;0.0;0.6666667;0;0;5.0;0;0;;1;0;;0
ivy;1.4;fr.jayasoft.ivy.repository.Repository;10;1;0;14;10;45;11;3;10;2.0;10;0.0;0;0.0;0.36666667;0;0;0.0;4;1;;1;2;;0
ivy;1.4;fr.jayasoft.ivy.ResolvedURL;5;1;0;2;17;0;0;2;5;0.5833333;103;0.33333334;0;0.0;0.46666667;0;0;19.0;1;1;;1;0;;0
ivy;1.4;fr.jayasoft.ivy.Configuration;13;3;0;12;26;48;10;3;12;0.6333333;242;1.0;1;0.54545456;0.22222222;1;1;17.23077;5;1;;1;1;;0
ivy;1.4;fr.jayasoft.ivy.IvyNode$NodeConf;5;1;0;1;10;6;1;1;5;0.25;65;1.0;1;0.0;0.4;1;1;11.6;;0;;;0;;0
ivy;1.4;fr.jayasoft.ivy.conflict.LatestConflictManager$IvyNodeArtifactInfo;5;1;0;5;9;0;1;4;3;0.0;28;1.0;1;0.0;0.53333336;0;0;4.4;;0;;;0;;0
ivy;1.4;fr.jayasoft.ivy.util.CopyProgressListener;3;1;0;15;3;3;14;1;3;2.0;3;0.0;0;0.0;1.0;0;0;0.0;0;0;;1;0;;0
ivy;1.4;fr.jayasoft.ivy.ant.IvyConvertPom;6;4;0;7;22;0;0;7;6;0.4;141;1.0;0;0.92424244;0.6666667;1;1;22.166666;3;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.circular.CircularDependencyStrategy;2;1;0;9;2;1;8;1;2;2.0;2;0.0;0;0.0;0.75;0;0;0.0;1;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.ArtifactRevisionId;13;2;0;10;33;52;6;4;13;0.33333334;206;1.0;2;0.45;0.2820513;1;1;14.692307;2;1;;1;0;;0
ivy;1.4;fr.jayasoft.ivy.ModuleRevisionId;20;2;0;102;55;174;99;4;20;0.7293233;548;1.0;1;0.36;0.28333333;1;1;26.05;14;1;;1;3;;0
ivy;1.4;fr.jayasoft.ivy.repository.ResourceHelper;2;1;0;4;9;1;1;3;2;2.0;43;0.0;0;0.0;0.5;1;1;20.5;2;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.tools.analyser.JarModule;4;1;0;5;9;0;4;0;4;0.33333334;34;1.0;1;0.0;0.5;0;0;7.0;1;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.repository.LazyResource;14;1;1;2;19;79;1;1;7;0.8076923;97;1.0;0;0.0;0.2857143;0;0;5.5;1;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.util.Configurator$ObjectDescriptor;16;1;0;2;35;80;1;0;13;0.8833333;332;1.0;0;0.0;0.375;0;0;19.25;;0;;;0;;0
ivy;1.4;fr.jayasoft.ivy.external.m2.PomModuleDescriptorParser$Parser;7;3;0;21;64;0;1;21;5;0.6333333;564;1.0;2;0.875;0.26785713;2;4;78.14286;;0;;;0;;0
ivy;1.4;fr.jayasoft.ivy.resolver.ChainResolver;20;2;0;19;84;88;1;0;14;0.71929824;685;1.0;0;0.67241377;0.16666667;1;3;33.1;16;1;;1;6;;0
ivy;1.4;fr.jayasoft.ivy.Main;8;1;0;29;103;28;0;29;2;2.0;1168;0.0;0;0.0;0.2857143;0;0;145.0;18;1;;1;4;;0
ivy;1.4;fr.jayasoft.ivy.circular.IgnoreCircularDependencyStrategy;4;2;0;6;10;4;1;5;2;0.6666667;27;1.0;1;0.5;0.5;0;0;5.5;1;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.repository.vfs.VfsResource;14;1;0;10;34;65;1;0;13;0.35576922;207;1.0;0;0.0;0.4047619;0;0;13.214286;10;2;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.tools.analyser.DependencyAnalyser;1;1;0;4;1;0;2;0;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;1;1;;0;0;;0
ivy;1.4;fr.jayasoft.ivy.xml.XmlReportParser$SaxXmlReportParser$1;4;2;0;5;37;0;1;0;2;0.8717949;286;0.9230769;2;0.85;0.5;1;2;67.25;;0;;;0;;0
ivy;1.4;fr.jayasoft.ivy.DefaultModuleRevision;12;1;0;8;19;44;4;4;12;0.8333333;85;1.0;3;0.0;0.2361111;1;1;5.5833335;2;1;;1;1;;0
